,Malware,Phishing,Exploits,Fraudlent Services,Unwanted Programs,Spammers,Unlabelled
201997,2,0,0,0,0,0,0
49785,1,0,0,0,0,0,0
26832,2,3,0,7,0,0,0
48998,1,0,0,0,0,0,0
9621,2,0,0,0,0,0,0
132861,10,0,0,0,0,0,0
200774,0,0,0,0,4,0,0
1706,6,0,0,0,0,0,0
197648,0,0,1,0,0,0,0
197645,1,0,0,0,0,0,0
197643,1,0,0,0,0,0,0
37183,4,0,0,0,0,0,0
14187,1,0,0,0,0,0,0
35035,0,12,0,0,0,0,0
264561,3,0,0,0,0,0,0
28541,1,0,0,0,0,0,0
15857,458,0,0,1,0,0,0
15850,0,0,1,0,0,0,0
264567,3,0,0,0,0,0,0
41157,2,0,0,0,0,0,0
264568,2,0,0,0,0,0,0
263780,4,5,0,0,0,0,0
35611,3,0,0,0,0,0,0
48723,1,0,0,0,0,0,0
202069,7,0,0,0,0,0,0
48006,43,4,0,0,0,0,0
263031,1,0,0,0,0,0,0
37986,2,0,0,0,0,0,0
35613,1,0,0,0,0,0,0
33951,11,1,0,0,0,0,0
24579,17,0,0,0,0,1,0
18371,4,0,0,0,0,0,0
24575,2,0,0,0,0,0,0
24573,1,0,0,0,0,0,0
24572,23,0,0,6,118,0,0
395681,18,10,0,17,0,0,0
11138,8,0,0,0,0,0,0
58558,21,1,0,32,0,0,0
19817,1,0,0,0,0,0,0
31313,56,0,0,0,0,0,0
62121,61,6,5,0,0,0,0
58551,8,0,0,1,0,0,0
15582,18,3,0,0,0,0,0
30350,1,0,0,0,0,0,0
34980,0,0,0,0,3,0,0
8739,14,4,0,26,0,0,0
34327,16,0,0,0,0,0,0
34326,2,0,0,0,0,0,0
34989,286,120,5,28,0,0,0
15589,27,2,2,19,0,0,0
8732,61,4,1,0,0,0,0
34320,16,0,0,0,0,0,0
263259,1,0,0,0,0,0,0
31556,3,0,0,0,0,0,0
13869,0,0,0,3,0,0,0
31554,5,0,0,0,0,0,0
263252,1,0,0,0,0,0,0
13866,9,0,0,0,0,0,0
50864,156,0,0,0,0,0,0
31558,2,0,0,4,0,0,0
31000,403,0,3,0,0,0,0
263255,1,0,0,0,0,0,0
19197,0,2,0,0,0,0,0
197254,1,0,0,0,0,0,0
197251,24,2,0,0,0,0,0
197252,207,10,18,8,0,0,0
55129,1,0,0,0,0,0,0
38389,7,0,0,0,0,0,0
38388,2,0,0,0,0,0,0
55121,3,0,0,0,0,0,0
38387,1,0,0,0,0,0,0
34188,1,0,0,0,0,0,0
34180,5,0,0,0,0,0,0
34187,121,9,164,210,0,4,0
34186,0,0,1,0,0,0,0
35278,689,102,9,170,2,0,0
35273,0,0,1,0,0,0,0
35271,2,0,0,0,0,0,0
35274,4,0,1,0,0,0,0
17158,0,4,0,0,0,0,0
16605,1,0,0,0,0,0,0
132688,3,0,0,0,0,0,0
262254,319,67,6,1293,0,0,0
262256,118,12,6,0,0,0,0
23241,0,0,0,0,2,0,0
132680,112,24,3,23,4,0,0
23243,1746,0,0,0,0,0,0
8192,3,0,0,0,0,0,0
8193,15,2,0,0,0,0,0
8190,17,0,1,0,0,0,0
12445,4,2,1,0,0,0,0
30972,12,141,0,0,0,0,0
27008,0,0,0,12,0,0,0
26277,431,158,7,145,0,0,0
48856,4,0,6,2,0,0,0
48854,499,49,15,52,11,2,0
48853,0,2,0,0,0,0,0
15328,0,0,0,0,2,0,0
30979,2,0,0,0,0,0,0
39383,93,0,0,0,0,0,0
12858,5,0,0,0,0,0,0
46450,0,1,0,0,0,0,0
30774,2,0,0,0,0,0,0
39388,733,0,11,0,0,0,0
262787,1,0,0,0,0,0,0
262785,3,0,0,0,0,0,0
262784,2,0,0,0,0,0,0
56089,19,0,4,0,0,0,0
262788,1,0,0,0,0,0,0
55789,4,4,0,0,0,0,0
200960,20,3,0,8,0,0,0
33091,1,0,0,0,0,0,0
6752,1121,0,1,0,0,0,0
6753,24,0,0,0,0,0,0
49893,1,0,0,0,0,0,0
35584,13,0,1,0,2,0,0
35585,180,0,0,0,0,0,0
39038,2,4,0,0,0,0,0
48611,0,0,0,2,0,0,0
56473,80,7,2,0,12,0,0
56471,5,0,0,0,0,0,0
35588,68,0,0,0,0,0,0
51427,15,31,0,0,0,0,0
39032,1,0,0,0,0,0,0
62088,171,40,1,60,2,0,0
33065,2,0,0,0,0,0,0
19935,8,1,2,0,0,0,0
19246,3,0,0,0,0,0,0
16213,2,0,11,0,0,0,0
17829,2,0,0,0,0,0,0
32723,1,0,0,0,0,0,0
16210,6,0,0,0,0,0,0
57782,1,0,0,0,0,0,0
207088,0,0,0,0,46,0,0
202133,0,1,0,0,0,0,0
12053,69,0,1,1,0,0,0
55879,3,0,0,0,0,0,0
48612,2,0,0,0,0,0,0
239,20,0,0,0,0,0,0
17799,28,7,0,3,0,0,0
237,17,2,0,4,0,0,0
10695,1,0,0,0,0,0,0
56784,76,8,0,5,0,4,0
56787,9,0,0,0,0,0,0
56786,0,0,0,0,1,0,0
27926,1,0,0,0,0,0,0
43831,1,0,0,0,0,0,0
62430,1,0,0,0,0,0,0
43832,0,1,0,0,0,0,0
43782,1,0,0,0,0,0,0
43781,1,0,1,0,0,0,0
62082,420,143,4,404,0,0,0
43789,5,0,0,0,0,0,0
63068,346,83,2,141,0,0,0
49527,103,0,2,3,0,0,0
63063,0,0,0,0,3,0,0
53087,5,0,0,0,0,0,0
64494,0,28,0,19,0,0,0
45403,51,0,0,1,0,0,0
45400,2,0,0,0,0,0,0
45401,14,0,0,0,0,0,0
134305,1,0,0,0,0,0,0
30969,0,12,0,0,1,0,0
134307,1,0,0,0,0,0,0
26068,0,1,0,0,0,0,0
43160,4,6,0,0,0,0,0
57251,3,4,0,0,0,0,0
2532,1,0,0,0,0,0,0
57258,118,0,0,0,0,0,0
58030,2,0,0,0,0,0,0
200036,162,0,0,0,0,0,0
135434,1,0,0,0,0,0,0
200746,18,0,1,2,0,0,0
200033,3,0,0,0,0,0,0
200039,211,15,6,47,0,0,0
38547,34,0,0,0,0,0,0
5078,26,0,0,0,0,0,0
38544,41,23,1,0,0,0,0
38813,3,0,0,0,0,0,0
52571,1,0,0,0,0,0,0
5071,20,7,2,0,0,0,0
38819,1,0,0,0,0,0,0
38548,1,0,1,0,0,0,0
60447,1,2,0,0,0,0,0
49190,4,0,0,0,0,0,0
58405,2,0,0,0,0,0,0
49191,2,0,0,0,0,0,0
57430,6,0,0,0,0,0,0
9562,0,35,0,0,0,2,0
57433,18,0,0,0,0,0,0
57438,0,3,0,0,0,0,0
36801,6,19,0,2,0,0,0
21263,6,0,0,0,0,0,0
36805,0,0,0,0,3,0,0
58962,139,18,0,0,0,0,0
5382,1,0,2,0,0,0,0
18568,7,0,0,4,11,0,0
5384,132,34,9,4,0,0,0
58966,2,0,0,0,0,0,0
58789,1,0,3,1,0,0,0
5388,2,0,0,1,0,0,0
33724,409,4,1,3,4,0,0
11835,8,0,0,4,0,0,0
14840,24,0,1,0,0,0,0
18566,35,0,2,4,0,0,0
11830,212,9,0,0,0,0,0
11831,378,11,0,22,4,0,0
48691,154,0,12,15,0,1,0
48693,44,5,0,1,0,0,0
48696,6,0,0,0,0,0,0
48698,2,0,0,0,0,0,0
62331,1,0,0,0,0,0,0
38606,0,0,0,0,1,0,0
13097,0,1,0,0,0,0,0
13092,30,0,0,0,0,0,0
13093,5,0,0,0,0,0,0
13091,663,0,0,0,0,0,0
202521,3,10,0,0,0,0,0
133309,4,3,0,0,0,0,0
44209,215,0,22,3,0,0,0
44208,6,0,0,0,0,0,0
44428,2,0,0,0,0,0,0
133652,4,0,0,0,0,0,0
36114,689,131,15,795,7,0,0
33548,962,0,0,0,0,0,0
33549,1,0,1,0,0,0,0
132300,12,0,0,0,0,0,0
33544,2,1,0,0,0,0,0
41528,384,192,11,20,2,0,0
26,0,6,0,0,0,0,0
48078,1,0,0,0,0,0,0
22422,2,0,0,0,0,0,0
48075,0,0,0,0,2,0,0
20294,0,1,0,0,0,0,0
43313,120,0,0,0,0,0,0
27822,1,0,0,0,0,0,0
29580,55,1,0,0,0,0,0
39637,4,0,0,0,0,0,0
794,3,0,0,0,0,0,0
9381,312,21,1,6,4,1,0
790,88,6,0,0,0,0,0
9389,0,6,0,2,0,0,0
28624,11,0,0,0,0,0,0
198346,0,2,0,0,0,0,0
198345,2,2,0,0,0,0,0
198432,44,17,2,0,0,0,0
40925,6,143,0,0,23,0,0
1133,14,0,0,0,0,0,0
1136,213,16,1,14,0,0,0
41883,0,0,0,0,2,0,0
15133,5181,12081,6,71,1864,0,0
59567,38,0,0,0,0,0,0
43724,1,0,0,0,0,0,0
39553,0,0,1,0,0,0,0
198754,6,0,2,0,0,0,0
224,22,0,0,0,2,0,0
39556,13,1,0,0,0,0,0
39554,5,0,0,0,0,0,0
18747,469,76,6,18,0,0,0
33890,0,0,0,0,6,0,0
33891,8,0,74,0,1,0,0
33892,2,0,0,0,0,0,0
198757,1,0,0,0,0,0,0
8053,22,0,0,0,0,0,0
12876,9841,2166,116,4738,272,3,0
12874,490,64,12,59,18,0,0
8505,12,0,1,0,0,0,0
12872,124,18,2,1,0,0,0
34040,4543,0,0,0,0,0,0
34517,4,0,0,0,0,0,0
34518,3,0,0,0,0,0,0
8508,5,0,0,0,0,0,0
24523,43,2,0,0,0,0,0
12878,8,4,0,4,0,0,0
13585,51,0,0,0,0,0,0
31492,3,7,0,0,0,0,0
31493,0,0,0,2,0,0,0
31490,2,13,0,0,0,0,0
50094,8,0,0,0,0,0,0
31494,0,1,0,0,0,0,0
31495,10,0,0,0,0,0,0
7490,5,1,0,0,0,1,0
31499,3,0,0,0,0,0,0
7496,68,3,0,20,1,0,0
7497,1435,91,721,256,2,51,0
26667,0,0,0,0,70,0,0
44976,307,4,12,4,1,0,0
327842,0,2,0,0,0,0,0
48467,2,0,0,0,0,0,0
47253,6,0,0,0,0,0,0
24299,26,7,0,0,0,0,0
47257,1,0,1,0,0,1,0
28098,5,0,0,0,0,0,0
28099,25,3,0,0,0,0,0
24290,11,0,0,0,0,0,0
24296,11,7,0,4,0,0,0
45985,1,0,0,0,0,0,0
24295,4,0,0,0,0,0,0
206996,1,0,0,0,0,0,0
41405,0,1,0,0,0,0,0
22634,0,0,0,0,3,0,0
22639,4,0,0,0,0,0,0
28361,1,0,0,0,0,0,0
24435,1,0,0,0,0,0,0
11169,4,0,0,0,0,0,0
24744,16,0,0,0,0,0,0
199907,14,2,0,0,0,0,0
28898,1,0,0,0,0,0,0
200851,2,0,0,0,0,0,0
28890,63,13,3,8,0,0,0
28891,0,2,0,0,0,0,0
28676,4,0,0,0,0,0,0
28677,19,0,7,0,0,0,0
28670,32,0,0,0,0,0,0
28368,30,0,0,0,0,0,0
28897,8,0,3,0,0,0,0
4761,236,11,0,2,0,0,0
4760,537,13,4,0,0,0,0
43317,676,69,40,3018,0,0,0
4765,180,31,2,0,0,0,0
4764,7,0,0,0,0,0,0
35645,3,7,0,0,0,0,0
4766,23835,2197,1514,739,65,29,0
4768,27,6,0,17,0,0,0
43319,1,0,0,0,0,0,0
45648,1,0,0,0,0,0,0
201177,1,0,0,0,0,0,0
34376,4,0,0,0,0,0,0
11242,2,0,0,0,0,0,0
55669,36,2,0,0,0,0,0
55668,1,0,0,0,0,0,0
19036,1,0,0,0,0,0,0
19037,3,1,0,0,4,0,0
19742,34,5,0,4,0,0,0
32915,3,0,0,0,1,0,0
55663,16,0,0,0,0,2,0
201974,0,2,0,0,0,0,0
55660,1184,480,17,46,0,0,0
56868,1,0,0,0,0,0,0
56869,1,0,0,0,0,0,0
17379,42,0,1,0,0,0,0
52368,303,103,3,16,0,0,0
8763,16,10,1,4,0,0,0
60273,99,0,0,0,0,0,0
52361,2,4,0,0,0,0,0
56864,2,0,0,0,0,0,0
60279,4,0,0,0,0,0,0
56642,6,0,1,0,0,0,0
52364,1,0,0,0,0,0,0
25369,97,28,1,16,0,0,0
23902,260,43,3,9,0,0,0
11798,1269,16,248,15,1,0,0
48061,0,0,0,0,2,0,0
262446,2,6,0,0,0,0,0
262448,86,9,0,0,0,0,0
14870,4,0,0,0,0,0,0
11796,80,10,0,0,0,0,0
17739,11,0,0,0,0,0,0
61276,5,0,0,0,0,0,0
65222,2,0,0,0,0,0,0
61272,646,8,70,380,4,0,0
51140,1,0,0,0,0,0,0
31394,0,1,0,0,0,0,0
42411,3,0,0,0,0,0,0
20849,10,2,0,0,0,0,0
20848,321,21,1,0,41,0,0
60054,3,0,0,0,0,0,0
20847,51,18,0,4,0,0,0
20846,8,0,0,0,0,0,0
20845,238,5,3,12,1,0,0
44585,6,4,0,0,0,0,0
25509,1,0,0,0,0,0,0
53893,0,0,0,0,5,0,0
48142,1,0,0,0,0,0,0
25500,58,0,0,0,0,0,0
25505,1,2,0,0,0,0,0
25504,435,36,11,41,1,0,0
42371,1,0,0,0,0,0,0
13832,0,0,0,0,4,0,0
16685,2,0,0,0,2,0,0
16686,0,0,0,11,2,0,0
61286,2,0,0,0,0,0,0
12314,296,96,0,0,0,0,0
53525,8,0,0,0,0,0,0
54839,12,4,1,2,0,0,0
136004,23,0,0,0,0,0,0
23383,14,0,0,0,0,0,0
204038,5,0,0,0,0,0,0
10357,0,2,0,0,0,0,0
10352,2,2,0,0,0,0,0
199758,23,56,0,8,1,0,0
9981,26,0,0,0,0,0,0
2706,31,0,2,2,0,0,0
199753,13,0,0,2,0,0,0
45061,0,0,0,0,1,0,0
53098,1,0,0,0,0,0,0
39823,56,0,16,18,0,0,0
53093,9,0,0,0,0,0,0
53090,0,2,0,0,0,0,0
39820,1,0,0,0,0,0,0
39824,449,0,0,2,0,0,0
34781,4,0,0,0,0,0,0
61902,1,0,0,0,0,0,0
42194,2,0,0,0,0,0,0
42197,0,0,0,0,2,0,0
265140,1,0,0,0,0,0,0
61908,3,0,0,0,0,0,0
17081,3,0,0,0,0,0,0
52146,0,0,0,0,1,0,0
52145,1,0,0,0,0,0,0
12269,1,0,0,0,6,0,0
12262,2,0,0,0,0,0,0
12260,231,15,9,51,6,0,0
6250,6,0,0,0,0,0,0
52148,109,15,2,23,10,0,0
10532,2,0,12,0,0,0,0
53231,13,0,0,0,0,0,0
24776,37,0,0,12,0,0,0
53238,12,0,1,0,0,0,0
63500,0,2,0,0,0,0,0
42991,9,0,0,0,0,0,0
42993,1,0,0,0,0,0,0
9714,14,1,0,0,0,0,0
18978,2872,798,96,1180,6,4,0
37349,7,0,0,0,0,0,0
22995,2,0,0,0,0,0,0
58482,1,0,0,0,0,0,0
47111,2,0,0,0,0,0,0
52339,1,0,0,0,0,0,0
37340,4,0,0,0,0,0,0
37342,2,0,0,0,0,0,0
8887,1490,0,0,0,0,0,0
8880,0,0,7,0,0,0,0
8881,43,7,1,0,3,0,0
24105,4,0,0,0,0,0,0
20590,612,2,5,0,1,0,0
41310,3,0,0,0,0,0,0
41311,2,0,0,0,0,0,0
45345,1,0,0,0,0,0,0
48264,15,0,1,0,0,0,0
20597,140,9,2,9,3,0,0
48266,6,0,1,12,0,0,0
19223,4,0,0,0,0,0,0
19994,5806,709,143,2091,525,4,0
44566,14,0,0,0,0,0,0
44565,751,13,544,71,0,9,0
133460,3,0,0,0,0,0,0
133469,2,0,0,0,0,0,0
8687,0,0,0,2,0,0,0
197628,6,0,0,0,0,0,0
197623,0,1,0,0,0,0,0
44932,0,0,0,0,5,0,0
132840,2,0,0,0,0,2,0
197624,14,3,4,0,0,0,0
13135,8,4,0,0,0,0,0
15830,1141,34,10,16,63,2,0
15836,174,16,27,86,0,9,0
52336,0,2,0,0,0,0,0
15835,17,2,0,2,0,0,0
6802,2,0,0,0,0,0,0
10228,154,0,0,0,0,0,0
9002,23,6,0,0,0,0,0
263018,2,0,0,0,0,0,0
40260,3,0,0,0,6,0,0
40263,1256,17,15,0,4,0,0
62741,0,0,0,1,0,0,0
33970,75,0,9,8,0,0,0
33977,45,1,0,5,0,0,0
54103,0,0,0,2,0,0,0
7459,18,0,0,1,0,0,0
18351,0,8,0,0,0,0,0
18352,15,0,1,0,0,0,0
48485,6,0,0,0,1,0,0
48481,4,0,0,0,0,0,0
45960,5,0,0,0,0,0,0
17968,1,0,0,0,0,0,0
17969,69,52,1,0,0,0,0
17964,772,206,143,64,7,22,0
17962,8,7,0,0,0,0,0
20338,3,0,0,0,0,0,0
15180,3,2,0,4,0,0,0
9455,3,0,0,0,0,0,0
30370,18,0,0,0,0,0,0
5480,17,0,0,0,0,0,0
59993,3,0,0,0,0,0,0
31029,81,0,0,0,0,0,0
9105,96,1,3,2,0,0,0
49847,3,0,0,0,0,0,0
31531,3,0,0,0,0,0,0
31027,146,52,3,30,21,0,0
53066,1,0,0,0,0,0,0
53065,1,0,0,0,0,0,0
132519,2,0,0,0,0,0,0
57011,3,3,0,0,0,0,0
5653,0,0,0,1,0,0,0
132510,100,152,1,0,7,0,0
262482,2,0,0,0,0,0,0
60172,2,0,0,0,0,0,0
13340,0,0,0,0,3,0,0
28284,1,0,0,0,0,0,0
28287,9,0,0,0,0,0,0
28286,16,0,0,0,0,0,0
28281,56,0,0,0,0,0,0
262271,2,0,0,0,0,0,0
48874,77,1,5,2,0,0,0
48876,193,0,181,86,0,0,0
51799,1,0,0,0,0,0,0
48873,4,0,0,0,0,0,0
51796,2,3,0,0,0,0,0
47066,10,0,1,4,0,0,0
51790,8,0,0,211,3,0,0
60178,6,0,0,0,0,0,0
30958,9,0,0,0,0,0,0
30954,2,0,0,0,0,0,0
30955,3,0,0,0,0,0,0
12466,6,0,0,0,0,0,0
12460,1,0,0,0,0,0,0
15301,0,0,0,0,11,0,0
6412,54,2,0,0,0,0,0
35074,9,0,0,0,0,0,0
35076,13,12,0,0,0,0,0
50840,84,23,2,0,0,0,0
50841,9,33,0,8,0,0,0
50843,3,0,0,0,0,0,0
62693,0,0,0,0,9,0,0
6730,22,12,0,0,0,0,0
8315,187,19,5,67,10,0,0
6734,1,0,0,0,0,0,0
8311,17,2,0,0,0,0,0
8312,36,2,0,14,0,0,0
34702,311,7,1,632,0,0,0
6738,6,0,0,6,0,0,0
6739,629,97,229,2024,4,0,0
8319,11,0,0,0,0,0,0
56413,1,0,3,1,0,0,0
206766,0,0,0,10,0,0,0
9929,826,54,269,157,7,6,0
50155,579,0,0,0,0,0,0
50152,0,1,0,0,0,0,0
9924,1066,60,1,3,27,0,0
9925,11,0,0,8,0,0,0
50159,1,0,0,0,0,0,0
55850,2,0,0,0,0,0,0
19262,9,1,13,0,0,0,0
19261,0,0,0,2,0,0,0
32706,1,0,0,0,0,0,0
210,0,0,0,2,0,0,0
55858,8,2,0,16,0,0,0
55859,1,0,0,0,0,0,0
32709,0,0,0,6,0,0,0
30718,0,0,0,3,0,0,0
56493,3,0,0,0,0,0,0
36715,0,0,0,0,2,0,0
22177,1,0,0,0,0,0,0
22172,6,0,0,0,0,0,0
6083,1,0,0,0,0,0,0
62490,0,2,0,0,0,0,0
263904,1,0,0,0,0,0,0
263905,4,0,0,0,0,0,0
263903,2,0,0,0,0,0,0
131353,235,50,2,7,0,0,0
56038,6,0,0,0,0,0,0
395311,0,0,0,0,1,0,0
42093,57,3,2,0,3,0,0
25776,1,0,0,0,0,0,0
43768,2,0,0,0,0,0,0
43765,336,13,4,1750,0,0,0
43764,47,14,0,1,0,0,0
43766,4,0,0,0,0,0,0
43761,1,0,0,0,0,0,0
15941,4,0,0,0,0,0,0
24829,5,0,0,0,0,0,0
24867,12,1,0,6,0,0,0
21679,7,0,0,0,2,0,0
49506,1163,0,0,0,0,0,0
24827,14,0,0,0,0,0,0
24826,49,0,9,113,0,1,0
24822,7,1,0,0,0,0,0
49352,233,17,14,101,1,0,0
25915,0,0,0,0,2,0,0
199103,4,0,0,2,0,0,0
2554,121,17,0,3,1,2,0
60904,1,0,0,0,0,0,0
45420,25,0,3,0,0,0,0
45425,23,1,0,0,0,0,0
43109,18,0,0,0,0,0,0
43108,17,17,1,10,0,0,0
57230,33,0,0,12,0,0,0
11473,9,0,0,0,0,0,0
201236,14,0,0,0,0,0,0
57235,2,0,0,0,0,0,0
57238,7,0,0,0,0,0,0
57239,526,0,0,16,0,0,0
11478,20,3,0,0,0,0,0
43106,90,3,1,0,0,0,0
196814,53,0,80,0,0,1,0
57370,1,0,0,0,0,0,0
51273,4,0,0,0,0,0,0
196810,17,6,0,0,0,0,0
200019,88,13,0,408,4,0,0
196812,1,0,0,0,0,0,0
46882,43,0,0,0,0,0,0
135450,1,2,0,8,0,0,0
197430,22,2,0,0,0,0,0
197431,21,1,11,0,21,0,0
3709,0,0,0,2,0,0,0
58010,2,0,1,0,0,0,0
17148,1,0,0,0,0,0,0
17416,2,0,0,0,0,0,0
17147,26,0,0,0,0,0,0
17143,1,0,0,0,0,0,0
31695,3,0,0,0,0,0,0
7792,14,0,1,0,0,0,0
25192,10,2,0,0,0,0,0
36752,485,0,50,10,1,1,0
13306,6,0,0,0,0,0,0
13307,18,0,0,0,0,0,0
60422,8,5,0,68,0,0,0
13303,0,2,0,0,0,0,0
25198,50,61,0,2,0,0,0
13301,1388,0,7,0,0,0,0
9546,6,0,0,0,0,0,0
9544,0,0,0,5,0,0,0
9543,19,1,1,0,0,0,0
9541,11,4,0,4,0,0,0
58909,68,7,0,6,4,0,0
14828,16,5,0,0,0,0,0
14829,667,16,0,0,33,0,0
62356,1,0,0,0,0,0,0
58903,1,0,0,0,0,0,0
14821,2,0,0,4,0,0,0
14824,1,0,0,0,2,0,0
58906,4,0,0,0,0,0,0
45289,3,1,0,0,0,0,0
45287,299,118,4,23,0,0,0
14856,1,0,0,0,0,0,0
134853,1,0,0,0,0,0,0
48671,87,0,40,1,0,1,0
36134,1,0,0,0,0,0,0
48284,0,0,1,0,0,0,0
36137,31,1,18,0,2,0,0
20924,0,0,0,0,2,0,0
133678,5,0,0,0,0,0,0
44770,20,0,0,7,0,0,0
27823,1554,189,41,102,0,0,0
44775,9,1,0,0,1,0,0
41055,12,2,0,0,0,0,0
55514,0,8,0,0,0,0,0
27597,10,0,0,0,0,0,0
264680,1,0,0,0,0,0,0
41508,84,5,1,360,0,0,0
196749,67,0,0,0,0,0,0
135813,1,0,0,0,0,0,0
27843,5,2,0,0,0,0,0
59764,7,0,2,20,0,0,0
196740,158,0,0,0,0,0,0
196743,60,1,20,31,0,0,0
27845,5,0,0,0,0,0,0
40900,12,7,0,0,0,0,0
44482,19,0,0,0,0,0,0
29259,9,0,0,0,0,0,0
29255,3,0,0,0,0,0,0
21365,6,2,0,0,0,0,0
29256,66,29,0,2,0,0,0
39611,2,0,0,0,0,0,0
29252,2,9,0,0,0,0,0
18501,39,1,0,4,0,0,0
11815,2,0,0,0,0,0,0
11816,3,0,0,0,0,0,0
11817,19,2,2,0,0,0,0
11810,1,0,0,0,8,0,0
37081,1,0,0,0,0,0,0
198415,14,0,0,0,0,0,0
198414,631,262,8,107,2,0,0
34280,16,6,0,0,0,0,0
34282,227,45,4,72,0,0,0
15152,173,0,0,0,0,0,0
34284,0,0,1,0,0,0,0
15154,0,1,0,0,0,0,0
6672,0,0,0,0,2,0,0
25720,3,2,0,8,0,0,0
39531,21,0,0,0,0,0,0
39537,1,2,0,2,0,0,0
59500,2,4,0,0,0,0,0
59506,0,2,0,0,0,0,0
29424,2,0,0,0,0,0,0
59504,234,8,21,12,0,0,0
59505,0,0,0,6,0,0,0
263655,3,0,0,0,0,0,0
10002,1,0,0,0,0,0,0
7162,12266,399,42,93,10,1,0
263652,1,0,0,0,0,0,0
31708,208,36,3,185,0,2,0
263486,1,0,0,0,0,0,0
33561,4,2,0,0,0,0,0
33567,11,0,0,0,0,0,0
44540,3,0,0,0,0,0,0
33569,37,4,0,5,3,0,0
30036,288,7,0,1,2,0,0
34065,3,0,0,0,0,0,0
12897,42,0,0,0,0,0,0
8075,10154,1347,221,1227,1472,9,0
16858,0,0,0,3,0,0,0
40676,2044,1206,104,3279,6,6,0
26646,1,2,0,0,0,1,0
44954,7,0,3,2,0,0,0
44952,74,0,0,0,0,0,0
40670,16,4,2,11,0,0,0
39286,2,0,0,0,0,0,0
13868,1,0,0,0,0,0,0
39280,1,0,0,0,0,0,0
20922,1,0,0,0,0,0,0
64075,1,0,0,0,0,0,0
50300,53,1,0,4,1,0,0
50306,1,0,0,0,0,0,0
50305,1,0,0,0,0,0,0
50304,5,0,1,8,0,0,0
35833,4,0,0,0,2,0,0
4589,49,12,0,12,11,0,0
47275,1,0,0,0,0,0,0
28075,8,2,0,0,0,0,0
23033,862,100,28,680,2,0,0
47900,7,0,0,0,0,0,0
47271,11,0,0,0,0,0,0
47270,2,0,0,0,0,0,0
131188,5,2,0,0,0,0,0
22611,4852,1193,28,746,11,0,0
22612,18099,2424,408,21706,161,8,0
206975,0,2,0,0,0,0,0
22343,2,0,0,0,0,0,0
22616,1,0,0,0,0,0,0
201133,13,0,1,0,0,0,0
42676,3,0,0,0,0,0,0
48909,1,0,0,0,0,0,0
4853,1,0,0,0,0,0,0
35835,24,0,0,0,0,0,0
12168,0,0,0,0,2,0,0
4725,585,10,0,0,2,0,0
38224,19,11,1,9,9,0,0
38225,3,0,0,0,0,0,0
54105,0,0,0,0,16,0,0
4851,9,0,0,2,0,0,0
38220,188,10,4,2884,0,0,0
15542,16,0,3,1,0,0,0
28615,6,0,0,0,0,0,0
41019,59,0,0,0,0,0,0
393470,1,0,0,0,0,0,0
264649,65,16,3,2,0,0,0
56738,0,24,0,15,8,0,0
46125,1,2,0,0,5,0,0
27730,2,0,0,0,0,0,0
43370,4,2,0,0,0,0,0
43376,6,5,0,6,0,0,0
4788,3182,180,7,12,151,1,0
4787,31,0,0,8,0,0,0
327702,25,0,0,0,0,0,0
35625,35,2,4,12,0,0,0
327706,3,0,0,0,0,0,0
4780,975,15,2,7,0,0,0
32934,245,0,0,57,1499,0,0
51306,246,0,175,11,0,0,0
32937,5,0,0,0,0,0,0
56654,1,0,0,0,0,0,0
32931,8,0,0,16,0,0,0
51303,150,0,27,0,0,0,0
197992,10,0,0,0,0,0,0
23699,0,1,0,0,0,0,0
11260,47,10,4,0,0,0,0
197996,46,0,3,0,14,0,0
197995,1,0,0,0,0,0,0
264392,2,0,0,0,0,0,0
196708,1,0,0,0,0,0,0
27884,23,6,2,0,0,0,0
60213,0,0,2,0,0,0,0
59729,234,42,5,91,0,4,0
60217,2,0,0,0,1,0,0
45020,2420,0,0,0,0,0,0
56626,1,0,0,0,0,0,0
56624,0,0,0,10,0,0,0
262549,3,0,0,0,0,0,0
25349,4,0,0,0,0,0,0
55313,65,29,0,0,0,0,0
25342,0,6,0,0,0,0,0
25341,1,0,0,0,0,0,0
25694,8,0,2,8,0,0,0
25697,18,0,0,14,0,0,0
23969,110,2,0,0,0,0,0
10453,4,0,0,8,0,0,0
262429,0,2,0,0,0,0,0
51164,0,2,0,0,2,0,0
262877,1,0,0,0,0,0,0
51166,2,0,0,0,0,0,0
51167,2580,738,30,622,52,0,0
51168,4,0,0,0,0,0,0
262420,1,0,0,0,0,0,0
262421,23,0,0,0,0,0,0
262427,4,0,0,0,0,0,0
262424,1,0,0,0,0,0,0
23966,3,0,1,0,0,0,0
61297,17,1,0,0,1,0,0
27272,0,0,0,0,2,0,0
25526,7,1,0,0,0,0,0
25525,1302,9,17,24,0,0,0
43595,1,0,0,0,0,0,0
25521,21,1,1,0,0,0,0
25520,0,3,0,0,0,0,0
196,1,0,0,0,0,0,0
25528,0,16,0,0,0,0,0
10105,48,6,0,37,0,0,0
25138,28,0,0,0,0,0,0
17625,65,0,0,0,0,0,0
42429,1,3,0,0,0,0,0
42428,20,0,0,0,31,0,0
42358,11,0,0,0,0,0,0
42425,3,1,2,4,0,0,0
42355,9,0,0,0,0,0,0
42352,132,10,1,0,0,0,0
42423,1,0,0,0,0,0,0
